x y sim_mag det_mag det_magerr snr sim_flux sim_psf_flux sim_zpt det_flux det_fluxerr det_zpt image
1257.922 2213.079 20.688 21.218 0.218 4.9843 1105.436 1105.436 28.297 678.32 136.09 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake011_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.274 2233.035 20.36 20.922 0.179 6.0812 1495.32 1495.32 28.297 890.77 146.48 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake011_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1270.914 2192.494 21.806 nan -1.839 -0.5905 394.764 394.764 28.297 -85.01 143.97 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake011_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2193.285 19.61 19.754 0.061 17.8102 2983.064 2983.064 28.297 2611.69 146.64 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake011_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2175.307 20.834 21.451 0.248 4.3824 965.817 965.817 28.297 547.32 124.89 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake011_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1249.878 2171.297 22.375 22.075 0.447 2.4272 233.796 233.796 28.297 308.03 126.91 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake011_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1262.845 2184.305 21.234 22.267 0.561 1.9352 668.351 668.351 28.297 258.12 133.38 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake011_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1266.065 2218.548 19.78 20.195 0.081 13.3998 2550.017 2550.017 28.297 1740.77 129.91 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1274.895 2223.034 23.585 nan -0.669 -1.6222 76.711 76.711 28.297 -220.31 135.81 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1320.116 2214.105 19.304 19.996 0.07 15.4364 3953.807 3953.807 28.297 2090.4 135.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1312.557 2231.075 23.657 22.019 0.49 2.2172 71.749 71.749 28.297 324.38 146.3 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1325.374 2221.898 22.507 nan -0.244 -4.4506 206.87 206.87 28.297 -599.85 134.78 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.0 2195.515 20.172 20.585 0.123 8.819 1777.98 1777.98 28.297 1215.26 137.8 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1282.432 2192.17 19.403 19.751 0.056 19.5294 3609.634 3609.634 28.297 2621.04 134.21 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1283.516 2228.756 22.755 nan -2.135 -0.5086 164.632 164.632 28.297 -66.28 130.31 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1311.91 2207.754 18.988 19.146 0.032 34.0233 5292.413 5292.413 28.297 4573.41 134.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.526 2233.127 21.891 22.887 1.001 1.0847 365.091 365.091 28.297 145.79 134.41 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.358 2200.604 20.867 21.76 0.384 2.826 937.009 937.009 28.297 411.97 145.78 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1257.922 2213.079 21.897 nan -1.698 -0.6394 363.053 363.053 28.297 -87.02 136.09 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.274 2233.035 20.059 20.576 0.13 8.3666 1972.081 1972.081 28.297 1225.54 146.48 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1270.914 2192.494 19.839 20.064 0.08 13.6452 2416.29 2416.29 28.297 1964.5 143.97 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2193.285 22.705 22.693 0.913 1.1896 172.513 172.513 28.297 174.44 146.64 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2175.307 22.167 nan -0.402 -2.7038 283.189 283.189 28.297 -337.68 124.89 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1249.878 2171.297 19.597 19.712 0.051 21.3918 3018.131 3018.131 28.297 2714.83 126.91 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1262.845 2184.305 22.261 nan -6.071 -0.1789 259.556 259.556 28.297 -23.86 133.38 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake067_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1266.065 2218.548 21.353 22.505 0.681 1.5953 599.31 599.31 28.297 207.25 129.91 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1274.895 2223.034 21.95 21.994 0.444 2.4452 345.62 345.62 28.297 332.08 135.81 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1320.116 2214.105 21.294 21.893 0.404 2.6893 632.364 632.364 28.297 364.19 135.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1312.557 2231.075 19.525 19.965 0.074 14.6982 3227.574 3227.574 28.297 2151.97 146.41 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1325.374 2221.898 22.346 nan -1.422 -0.7637 240.139 240.139 28.297 -102.94 134.79 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.0 2195.515 19.15 19.546 0.047 22.9659 4555.272 4555.272 28.297 3164.7 137.8 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1282.432 2192.17 18.55 18.842 0.024 45.0889 7918.526 7918.526 28.297 6051.38 134.21 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1283.516 2228.756 23.347 nan -1.04 -1.044 95.499 95.499 28.297 -136.04 130.31 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1311.91 2207.754 21.127 21.577 0.299 3.6263 737.483 737.483 28.297 487.45 134.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.526 2233.127 23.593 nan -0.232 -4.6908 76.116 76.116 28.297 -630.54 134.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.358 2200.604 20.271 20.953 0.183 5.942 1622.708 1622.708 28.297 866.23 145.78 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1257.922 2213.079 22.567 nan -2.629 -0.413 195.799 195.799 28.297 -56.21 136.09 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.274 2233.035 18.117 18.439 0.018 59.8859 11799.096 11799.096 28.297 8772.08 146.48 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1270.914 2192.494 23.966 nan -0.415 -2.6137 53.988 53.988 28.297 -376.3 143.97 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2193.285 22.594 23.23 1.497 0.7254 190.952 190.952 28.297 106.37 146.64 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2175.307 21.504 23.041 1.072 1.0129 521.362 521.362 28.297 126.5 124.89 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1249.878 2171.297 21.936 21.697 0.316 3.4379 350.247 350.247 28.297 436.3 126.91 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1262.845 2184.305 20.516 20.907 0.16 6.7701 1295.13 1295.13 28.297 902.99 133.38 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake000_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1266.065 2218.548 23.744 nan -0.691 -1.5712 66.239 66.239 28.297 -204.11 129.91 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1274.895 2223.034 22.054 22.062 0.473 2.2956 314.251 314.251 28.297 311.77 135.81 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1320.116 2214.105 21.863 nan -0.074 -14.6176 374.596 374.596 28.297 -1979.95 135.45 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1312.557 2231.075 19.939 20.025 0.078 13.8499 2203.549 2203.549 28.297 2034.96 146.93 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1325.374 2221.898 21.682 23.192 1.33 0.8167 442.494 442.494 28.297 110.09 134.8 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.0 2195.515 20.785 21.078 0.194 5.6004 1010.551 1010.551 28.297 772.01 137.85 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1282.432 2192.17 21.338 21.713 0.339 3.2019 607.527 607.527 28.297 430.08 134.32 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1283.516 2228.756 20.753 22.515 0.689 1.5762 1040.982 1040.982 28.297 205.39 130.31 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1311.91 2207.754 18.022 18.121 0.012 87.4651 12883.116 12883.116 28.297 11759.68 134.45 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.526 2233.127 18.996 19.306 0.037 29.3536 5253.188 5253.188 28.297 3945.71 134.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.358 2200.604 20.481 21.551 0.318 3.4173 1337.421 1337.421 28.297 499.24 146.09 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1257.922 2213.079 22.881 nan -2.781 -0.3905 146.631 146.631 28.297 -53.15 136.11 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.274 2233.035 19.696 20.748 0.152 7.1342 2756.015 2756.015 28.297 1046.02 146.62 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1270.914 2192.494 23.226 nan -1.87 -0.5807 106.777 106.777 28.297 -83.62 143.99 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2193.285 19.879 20.058 0.081 13.4651 2329.299 2329.299 28.297 1974.52 146.64 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2175.307 20.375 nan -1.381 -0.7864 1473.992 1473.992 28.297 -98.24 124.92 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1249.878 2171.297 18.278 18.438 0.016 69.0271 10177.494 10177.494 28.297 8783.7 127.25 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1262.845 2184.305 22.221 nan -0.902 -1.2034 269.229 269.229 28.297 -160.51 133.38 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake016_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1266.065 2218.548 19.381 19.794 0.056 19.3876 3682.742 3682.742 28.297 2518.64 129.91 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1274.895 2223.034 21.456 nan -2.479 -0.4381 544.604 544.604 28.297 -59.5 135.81 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1320.116 2214.105 20.317 20.768 0.143 7.5838 1555.113 1555.113 28.297 1027.23 135.45 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1312.557 2231.075 21.633 21.28 0.249 4.3611 463.022 463.022 28.297 640.77 146.93 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1325.374 2221.898 21.64 nan -8.546 -0.1271 460.11 460.11 28.297 -17.13 134.8 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.0 2195.515 19.748 19.816 0.061 17.8939 2627.082 2627.082 28.297 2466.67 137.85 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1282.432 2192.17 23.659 nan -1.144 -0.9496 71.623 71.623 28.297 -127.55 134.32 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1283.516 2228.756 21.744 nan -0.17 -6.3992 418.038 418.038 28.297 -833.88 130.31 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1311.91 2207.754 21.11 21.342 0.241 4.5013 749.405 749.405 28.297 605.2 134.45 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.526 2233.127 18.354 18.605 0.019 56.006 9486.034 9486.034 28.297 7528.33 134.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.358 2200.604 22.43 nan -1.256 -0.8649 222.242 222.242 28.297 -126.36 146.09 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1257.922 2213.079 20.967 22.298 0.589 1.8425 854.453 854.453 28.297 250.78 136.11 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.274 2233.035 19.996 nan -3.372 -0.3221 2090.127 2090.127 28.297 -47.22 146.62 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1270.914 2192.494 21.422 23.187 1.414 0.7681 562.407 562.407 28.297 110.6 143.99 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2193.285 21.523 22.184 0.571 1.9004 512.077 512.077 28.297 278.67 146.64 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2175.307 19.517 19.774 0.053 20.5414 3249.212 3249.212 28.297 2565.62 124.9 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1249.878 2171.297 23.007 24.757 5.303 0.2048 130.528 130.528 28.297 26.06 127.25 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1262.845 2184.305 20.097 20.777 0.142 7.6349 1905.494 1905.494 28.297 1018.34 133.38 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake071_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1266.065 2218.548 21.859 nan -0.255 -4.2658 376.058 376.058 28.297 -554.17 129.91 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake009_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1274.895 2223.034 19.641 19.844 0.061 17.7065 2900.054 2900.054 28.297 2404.72 135.81 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake009_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1320.116 2214.105 22.537 nan -0.12 -9.0275 201.262 201.262 28.297 -1222.51 135.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake009_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1312.557 2231.075 20.9 20.62 0.135 8.039 909.175 909.175 28.297 1176.99 146.41 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake009_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1325.374 2221.898 23.387 nan -0.926 -1.1731 91.982 91.982 28.297 -158.12 134.79 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake009_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.0 2195.515 19.459 19.6 0.05 21.8425 3427.877 3427.877 28.297 3009.89 137.8 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake009_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1282.432 2192.17 23.971 nan -0.891 -1.2192 53.749 53.749 28.297 -163.65 134.23 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake009_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1283.516 2228.756 20.784 nan -0.635 -1.7105 1011.376 1011.376 28.297 -222.9 130.31 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake009_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1311.91 2207.754 18.529 18.744 0.022 49.2693 8077.033 8077.033 28.297 6622.78 134.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake009_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.526 2233.127 18.875 19.141 0.032 34.1973 5870.407 5870.407 28.297 4596.8 134.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake009_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.358 2200.604 18.587 18.852 0.026 41.1172 7656.585 7656.585 28.297 5994.06 145.78 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake009_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
