x y sim_mag det_mag det_magerr snr sim_flux sim_psf_flux sim_zpt det_flux det_fluxerr det_zpt image
1270.914 2192.494 21.18 nan -0.194 -5.6121 702.462 702.462 28.297 -808.08 143.99 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake062_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2193.285 18.943 19.311 0.041 26.7918 5511.91 5511.91 28.297 3928.75 146.64 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake062_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2175.307 21.908 nan -0.32 -3.3914 359.299 359.299 28.297 -423.65 124.92 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake062_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1249.878 2171.297 19.889 19.987 0.066 16.5693 2307.892 2307.892 28.297 2108.44 127.25 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake062_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1262.845 2184.305 18.643 18.856 0.024 44.7903 7271.415 7271.415 28.297 5974.13 133.38 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake062_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1266.065 2218.548 19.01 19.664 0.05 21.8484 5182.917 5182.917 28.297 2838.33 129.91 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1274.895 2223.034 22.337 nan -0.263 -4.1343 242.019 242.019 28.297 -561.48 135.81 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1320.116 2214.105 22.355 nan -0.16 -6.7986 238.031 238.031 28.297 -920.87 135.45 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1312.557 2231.075 21.745 21.902 0.442 2.4595 417.347 417.347 28.297 361.38 146.93 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1325.374 2221.898 18.225 18.362 0.016 69.8786 10685.907 10685.907 28.297 9419.63 134.8 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.0 2195.515 22.058 22.066 0.482 2.2539 312.985 312.985 28.297 310.7 137.85 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1282.432 2192.17 22.576 23.076 1.191 0.9122 194.268 194.268 28.297 122.52 134.32 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1283.516 2228.756 21.896 nan -0.692 -1.5686 363.325 363.325 28.297 -204.4 130.31 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1311.91 2207.754 21.564 21.654 0.322 3.3777 493.49 493.49 28.297 454.13 134.45 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.526 2233.127 19.494 19.86 0.062 17.6357 3319.893 3319.893 28.297 2370.59 134.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.358 2200.604 22.687 23.703 2.306 0.471 175.408 175.408 28.297 68.81 146.09 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1257.922 2213.079 18.815 19.099 0.031 35.0749 6203.053 6203.053 28.297 4774.04 136.11 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.274 2233.035 19.199 19.75 0.061 17.8918 4354.493 4354.493 28.297 2623.3 146.62 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1270.914 2192.494 23.425 nan -0.116 -9.3303 88.856 88.856 28.297 -1343.47 143.99 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2193.285 19.629 20.371 0.108 10.0903 2930.161 2930.161 28.297 1479.64 146.64 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2175.307 21.359 nan -0.283 -3.8388 595.66 595.66 28.297 -479.47 124.9 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1249.878 2171.297 19.146 19.283 0.034 31.683 4575.73 4575.73 28.297 4031.66 127.25 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1262.845 2184.305 18.591 18.799 0.023 47.2102 7623.016 7623.016 28.297 6296.89 133.38 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake038_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1266.065 2218.548 22.44 nan -0.162 -6.699 220.23 220.23 28.297 -870.27 129.91 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1274.895 2223.034 19.071 19.261 0.036 30.2989 4902.936 4902.936 28.297 4114.9 135.81 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1320.116 2214.105 23.68 nan -2.052 -0.5291 70.232 70.232 28.297 -71.67 135.45 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1312.557 2231.075 19.656 19.681 0.057 19.0133 2859.206 2859.206 28.297 2794.19 146.96 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1325.374 2221.898 21.39 22.159 0.513 2.1152 579.203 579.203 28.297 285.13 134.8 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.0 2195.515 21.199 nan -2.331 -0.4658 690.392 690.392 28.297 -64.21 137.85 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1282.432 2192.17 19.088 19.428 0.041 26.27 4826.575 4826.575 28.297 3528.59 134.32 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1283.516 2228.756 21.262 nan -0.309 -3.5147 651.206 651.206 28.297 -458.0 130.31 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1311.91 2207.754 21.39 22.157 0.511 2.1244 579.086 579.086 28.297 285.63 134.45 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.526 2233.127 19.798 20.095 0.076 14.1962 2509.507 2509.507 28.297 1908.25 134.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.358 2200.604 19.806 20.038 0.079 13.7638 2491.076 2491.076 28.297 2010.76 146.09 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1257.922 2213.079 19.874 20.13 0.08 13.5753 2338.443 2338.443 28.297 1847.74 136.11 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.274 2233.035 23.405 nan -0.268 -4.0494 90.508 90.508 28.297 -593.72 146.62 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1270.914 2192.494 19.119 19.32 0.04 27.0562 4688.928 4688.928 28.297 3895.82 143.99 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2193.285 22.557 23.718 2.346 0.4628 197.569 197.569 28.297 67.87 146.64 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2175.307 22.689 nan -0.088 -12.369 174.947 174.947 28.297 -1545.14 124.92 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1249.878 2171.297 18.034 18.185 0.012 87.0692 12739.269 12739.269 28.297 11079.55 127.25 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1262.845 2184.305 20.885 21.628 0.312 3.4853 922.315 922.315 28.297 464.87 133.38 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake074_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1266.065 2218.548 18.69 19.167 0.031 34.5182 6962.174 6962.174 28.297 4484.26 129.91 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1274.895 2223.034 21.941 nan -0.193 -5.6237 348.686 348.686 28.297 -763.76 135.81 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1320.116 2214.105 20.378 nan -1.332 -0.8155 1470.742 1470.742 28.297 -110.46 135.45 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1312.557 2231.075 19.639 19.863 0.068 16.0821 2904.683 2904.683 28.297 2362.94 146.93 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1325.374 2221.898 18.287 18.45 0.017 64.4074 10089.356 10089.356 28.297 8682.12 134.8 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.0 2195.515 22.69 nan -10.115 -0.1074 174.935 174.935 28.297 -14.8 137.85 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1282.432 2192.17 20.034 20.476 0.109 10.0036 2018.794 2018.794 28.297 1343.68 134.32 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1283.516 2228.756 22.984 nan -1.233 -0.8807 133.322 133.322 28.297 -114.76 130.31 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1311.91 2207.754 20.367 20.521 0.113 9.5845 1486.133 1486.133 28.297 1288.64 134.45 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.526 2233.127 23.552 nan -0.555 -1.9564 79.069 79.069 28.297 -262.98 134.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.358 2200.604 23.392 nan -23.609 -0.046 91.601 91.601 28.297 -6.72 146.09 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1257.922 2213.079 19.1 19.474 0.044 24.8432 4771.235 4771.235 28.297 3381.41 136.11 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.274 2233.035 18.995 19.372 0.043 25.3434 5257.396 5257.396 28.297 3715.85 146.62 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1270.914 2192.494 19.313 19.543 0.049 22.0298 3921.915 3921.915 28.297 3172.07 143.99 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2193.285 18.809 18.972 0.03 36.5976 6236.457 6236.457 28.297 5366.67 146.64 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2175.307 21.881 nan -0.408 -2.6649 368.34 368.34 28.297 -332.84 124.9 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1249.878 2171.297 19.414 19.533 0.043 25.1768 3571.771 3571.771 28.297 3203.75 127.25 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1262.845 2184.305 21.955 nan -1.262 -0.8605 344.021 344.021 28.297 -114.77 133.38 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake013_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1266.065 2218.548 23.075 nan -0.11 -9.829 122.627 122.627 28.297 -1276.88 129.91 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1274.895 2223.034 22.798 22.379 0.633 1.7149 158.235 158.235 28.297 232.9 135.81 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1320.116 2214.105 23.955 23.89 2.54 0.4275 54.511 54.511 28.297 57.89 135.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1312.557 2231.075 20.933 20.826 0.163 6.6468 881.73 881.73 28.297 973.16 146.41 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1325.374 2221.898 23.891 nan -0.841 -1.2916 57.848 57.848 28.297 -174.09 134.79 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.0 2195.515 19.511 20.087 0.078 13.9522 3268.451 3268.451 28.297 1922.61 137.8 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1282.432 2192.17 18.455 18.732 0.022 49.9101 8643.351 8643.351 28.297 6698.43 134.21 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1283.516 2228.756 21.979 nan -0.266 -4.0759 336.661 336.661 28.297 -531.13 130.31 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1311.91 2207.754 23.541 23.597 1.925 0.5641 79.882 79.882 28.297 75.82 134.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.526 2233.127 18.788 19.056 0.029 36.9642 6360.63 6360.63 28.297 4968.73 134.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.358 2200.604 22.513 nan -0.794 -1.3677 205.743 205.743 28.297 -199.39 145.78 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1257.922 2213.079 18.695 18.878 0.025 43.0303 6926.622 6926.622 28.297 5856.0 136.09 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.274 2233.035 19.865 21.312 0.256 4.2462 2359.076 2359.076 28.297 621.99 146.48 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1270.914 2192.494 23.447 nan -0.907 -1.1977 87.08 87.08 28.297 -172.44 143.97 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2193.285 22.724 22.542 0.795 1.3661 169.507 169.507 28.297 200.33 146.64 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1258.854 2175.307 21.137 21.974 0.401 2.7079 731.244 731.244 28.297 338.19 124.89 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1249.878 2171.297 21.755 21.589 0.286 3.7981 413.693 413.693 28.297 482.02 126.91 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1262.845 2184.305 22.851 nan -1.489 -0.7294 150.718 150.718 28.297 -97.29 133.38 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake050_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1266.065 2218.548 21.382 nan -0.274 -3.9663 583.381 583.381 28.297 -515.26 129.91 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake037_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1274.895 2223.034 21.997 25.25 8.912 0.1219 331.067 331.067 28.297 16.55 135.81 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake037_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1320.116 2214.105 18.119 18.507 0.018 60.8277 11777.469 11777.469 28.297 8237.29 135.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake037_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1312.557 2231.075 23.013 23.087 1.31 0.8289 129.845 129.845 28.297 121.35 146.4 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake037_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1325.374 2221.898 23.421 nan -0.08 -13.5992 89.205 89.205 28.297 -1832.9 134.78 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake037_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.0 2195.515 19.62 19.693 0.054 20.0538 2955.266 2955.266 28.297 2763.41 137.8 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake037_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1282.432 2192.17 22.887 nan -0.545 -1.9908 145.863 145.863 28.297 -267.19 134.21 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake037_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1283.516 2228.756 19.386 19.582 0.046 23.4926 3667.241 3667.241 28.297 3061.32 130.31 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake037_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1311.91 2207.754 19.238 19.549 0.046 23.4795 4200.593 4200.593 28.297 3156.11 134.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake037_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1292.526 2233.127 21.234 nan -0.506 -2.1468 668.737 668.737 28.297 -288.57 134.42 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake037_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.358 2200.604 22.013 nan -0.815 -1.3326 326.242 326.242 28.297 -194.26 145.78 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake037_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1257.922 2213.079 19.166 19.379 0.04 27.1275 4491.075 4491.075 28.297 3691.78 136.09 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake037_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
1302.274 2233.035 19.037 19.416 0.045 24.3491 5057.116 5057.116 28.297 3566.66 146.48 28.2967 /lustre/hpc/storage/dark/YSE/data/workspace/2020tlf_fake_tmpl/g/2020tlf.g.200118_2199244_2199.069_fake037_2199.069.g.18581117_3554774_1547.023.diff.forcedgrid.diffimstats
